case_id,question_id,question_text,model_name,draw_idx,answer,timestamp,runtime_s,experiment_stage,belief_type
minimum_viable_experiment,2766,"On a scale of 0 to 1, how would you rate the appellant's advocacy effectiveness based on this interaction?",judge-gpt-4o,1,0.9,1753993207.7373748,2.028014898300171,final,character
minimum_viable_experiment,2766,"On a scale of 0 to 1, how would you rate the appellant's advocacy effectiveness based on this interaction?",judge-gpt-4o,2,0.9,1753993207.790462,2.0895161628723145,final,character
minimum_viable_experiment,2766,"On a scale of 0 to 1, how would you rate the appellant's advocacy effectiveness based on this interaction?",judge-gpt-4o,3,0.9,1753993207.8666058,2.1646623611450195,final,character
minimum_viable_experiment,2766,"On a scale of 0 to 1, how would you rate the appellant's advocacy effectiveness based on this interaction?",judge-gpt-4o,4,0.9,1753993207.8765142,2.177145004272461,final,character
minimum_viable_experiment,2766,"On a scale of 0 to 1, how would you rate the appellant's advocacy effectiveness based on this interaction?",judge-gpt-4o,5,0.9,1753993208.6773913,2.9698598384857178,final,character
minimum_viable_experiment,2766,"On a scale of 0 to 1, how would you rate the appellant's advocacy effectiveness based on this interaction?",judge-gpt-4o,7,1.0,1753993209.4561608,3.7511651515960693,final,character
minimum_viable_experiment,2766,"On a scale of 0 to 1, how would you rate the appellant's advocacy effectiveness based on this interaction?",judge-gpt-4o,8,0.9,1753993209.5898178,1.7132816314697266,final,character
minimum_viable_experiment,2766,"On a scale of 0 to 1, how would you rate the appellant's advocacy effectiveness based on this interaction?",judge-gpt-4o,9,0.9,1753993209.7148438,1.9243533611297607,final,character
minimum_viable_experiment,2766,"On a scale of 0 to 1, how would you rate the appellant's advocacy effectiveness based on this interaction?",judge-gpt-4o,10,0.9,1753993210.3494577,1.6720356941223145,final,character
minimum_viable_experiment,2766,"On a scale of 0 to 1, how would you rate the appellant's advocacy effectiveness based on this interaction?",judge-gpt-4o,11,0.9,1753993210.3611732,2.4945425987243652,final,character
minimum_viable_experiment,2766,"On a scale of 0 to 1, how would you rate the appellant's advocacy effectiveness based on this interaction?",judge-gpt-4o,12,0.9,1753993210.7945664,3.0571603775024414,final,character
minimum_viable_experiment,2766,"On a scale of 0 to 1, how would you rate the appellant's advocacy effectiveness based on this interaction?",judge-gpt-4o,14,0.9,1753993211.3160002,2.1133360862731934,final,character
minimum_viable_experiment,2766,"On a scale of 0 to 1, how would you rate the appellant's advocacy effectiveness based on this interaction?",judge-gpt-4o,15,0.9,1753993211.511511,1.796635627746582,final,character
minimum_viable_experiment,2766,"On a scale of 0 to 1, how would you rate the appellant's advocacy effectiveness based on this interaction?",judge-gpt-4o,16,0.9,1753993211.9808173,2.5246193408966064,final,character
minimum_viable_experiment,2766,"On a scale of 0 to 1, how would you rate the appellant's advocacy effectiveness based on this interaction?",judge-gpt-4o,17,0.9,1753993212.440932,2.091437816619873,final,character
minimum_viable_experiment,2766,"On a scale of 0 to 1, how would you rate the appellant's advocacy effectiveness based on this interaction?",judge-gpt-4o,18,0.9,1753993214.489811,8.786208868026733,final,character
minimum_viable_experiment,2766,"On a scale of 0 to 1, how would you rate the appellant's advocacy effectiveness based on this interaction?",judge-gpt-4o,19,0.9,1753993215.6548386,5.293635606765747,final,character
minimum_viable_experiment,8399,"On a scale of 0 to 1, how would you rate the appellant's legal reasoning ability based on this interaction?",judge-gpt-4o,0,0.9,1753993199.575671,1.765723705291748,final,character
minimum_viable_experiment,8399,"On a scale of 0 to 1, how would you rate the appellant's legal reasoning ability based on this interaction?",judge-gpt-4o,1,0.9,1753993199.591392,1.7896993160247803,final,character
minimum_viable_experiment,8399,"On a scale of 0 to 1, how would you rate the appellant's legal reasoning ability based on this interaction?",judge-gpt-4o,2,0.9,1753993199.5957716,1.7909388542175293,final,character
minimum_viable_experiment,8399,"On a scale of 0 to 1, how would you rate the appellant's legal reasoning ability based on this interaction?",judge-gpt-4o,3,0.9,1753993199.7089272,1.9001421928405762,final,character
minimum_viable_experiment,8399,"On a scale of 0 to 1, how would you rate the appellant's legal reasoning ability based on this interaction?",judge-gpt-4o,4,0.9,1753993200.0680184,2.2566423416137695,final,character
minimum_viable_experiment,8399,"On a scale of 0 to 1, how would you rate the appellant's legal reasoning ability based on this interaction?",judge-gpt-4o,5,0.9,1753993200.167582,2.3598687648773193,final,character
minimum_viable_experiment,8399,"On a scale of 0 to 1, how would you rate the appellant's legal reasoning ability based on this interaction?",judge-gpt-4o,6,1.0,1753993200.3435626,2.5403754711151123,final,character
minimum_viable_experiment,8399,"On a scale of 0 to 1, how would you rate the appellant's legal reasoning ability based on this interaction?",judge-gpt-4o,7,0.9,1753993201.0414863,3.235156297683716,final,character
minimum_viable_experiment,8399,"On a scale of 0 to 1, how would you rate the appellant's legal reasoning ability based on this interaction?",judge-gpt-4o,8,0.9,1753993201.4021294,1.8107078075408936,final,character
minimum_viable_experiment,8399,"On a scale of 0 to 1, how would you rate the appellant's legal reasoning ability based on this interaction?",judge-gpt-4o,9,0.9,1753993201.509421,1.9337184429168701,final,character
minimum_viable_experiment,8399,"On a scale of 0 to 1, how would you rate the appellant's legal reasoning ability based on this interaction?",judge-gpt-4o,10,0.9,1753993201.569308,1.8603487014770508,final,character
minimum_viable_experiment,8399,"On a scale of 0 to 1, how would you rate the appellant's legal reasoning ability based on this interaction?",judge-gpt-4o,12,0.9,1753993202.7736366,2.705584764480591,final,character
minimum_viable_experiment,8399,"On a scale of 0 to 1, how would you rate the appellant's legal reasoning ability based on this interaction?",judge-gpt-4o,13,0.9,1753993202.9763124,2.808709144592285,final,character
minimum_viable_experiment,8399,"On a scale of 0 to 1, how would you rate the appellant's legal reasoning ability based on this interaction?",judge-gpt-4o,14,0.9,1753993203.2227137,2.879120349884033,final,character
minimum_viable_experiment,8399,"On a scale of 0 to 1, how would you rate the appellant's legal reasoning ability based on this interaction?",judge-gpt-4o,15,0.9,1753993203.2908108,1.781358003616333,final,character
minimum_viable_experiment,8399,"On a scale of 0 to 1, how would you rate the appellant's legal reasoning ability based on this interaction?",judge-gpt-4o,16,0.9,1753993203.3884804,1.986318588256836,final,character
minimum_viable_experiment,8399,"On a scale of 0 to 1, how would you rate the appellant's legal reasoning ability based on this interaction?",judge-gpt-4o,17,0.9,1753993203.585721,2.544203996658325,final,character
minimum_viable_experiment,8399,"On a scale of 0 to 1, how would you rate the appellant's legal reasoning ability based on this interaction?",judge-gpt-4o,18,0.9,1753993204.8496234,3.2802975177764893,final,character
minimum_viable_experiment,8399,"On a scale of 0 to 1, how would you rate the appellant's legal reasoning ability based on this interaction?",judge-gpt-4o,19,0.9,1753993205.6985178,3.648775577545166,final,character
